1;9044;10/05/2018;
1;9325;09/05/2018;
1;9235;08/05/2018;
1;9373;07/05/2018;
1;9655;06/05/2018;
1;9858;05/05/2018;
1;9701;04/05/2018;
1;9744;03/05/2018;
1;9236;02/05/2018;
1;9119;01/05/2018;
1;9241;30/04/2018;
1;9419;29/04/2018;
1;9348;28/04/2018;
1;8987;27/04/2018;
1;9282;26/04/2018;
1;8846;25/04/2018;
1;9698;24/04/2018;
1;8931;23/04/2018;
1;8802;22/04/2018;
1;8896;21/04/2018;
1;8846;20/04/2018;
1;8294;19/04/2018;
1;8163;18/04/2018;
1;7902;17/04/2018;
1;8059;16/04/2018;
1;8329;15/04/2018;
1;7986;14/04/2018;
1;7896;13/04/2018;
1;7889;12/04/2018;
1;6968;11/04/2018;
1;6835;10/04/2018;
1;6771;09/04/2018;
1;7024;08/04/2018;
1;6911;07/04/2018;
1;6636;06/04/2018;
1;6811;05/04/2018;
1;6854;04/04/2018;
1;7456;03/04/2018;
1;7084;02/04/2018;
1;6844;01/04/2018;
1;6974;31/03/2018;
1;6891;30/03/2018;
1;7166;29/03/2018;
1;7954;28/03/2018;
1;7833;27/03/2018;
1;8209;26/03/2018;
1;8496;25/03/2018;
1;8668;24/03/2018;
1;8880;23/03/2018;
1;8728;22/03/2018;
1;8929;21/03/2018;
1;8913;20/03/2018;
1;8631;19/03/2018;
1;8224;18/03/2018;
1;7917;17/03/2018;
1;8338;16/03/2018;
1;8301;15/03/2018;
1;8270;14/03/2018;
1;9195;13/03/2018;
1;9205;12/03/2018;
1;9579;11/03/2018;
1;8866;10/03/2018;
1;9338;09/03/2018;
1;9395;08/03/2018;
1;9966;07/03/2018;
1;10780;06/03/2018;
1;11573;05/03/2018;
1;11513;04/03/2018;
1;11490;03/03/2018;
1;11086;02/03/2018;
1;10951;01/03/2018;
1;10398;28/02/2018;
1;10726;27/02/2018;
1;10367;26/02/2018;
1;9665;25/02/2018;
1;9813;24/02/2018;
1;10301;23/02/2018;
1;10005;22/02/2018;
1;10690;21/02/2018;
1;11404;20/02/2018;
1;11225;19/02/2018;
1;10552;18/02/2018;
1;11113;17/02/2018;
1;10234;16/02/2018;
1;10166;15/02/2018;
1;9495;14/02/2018;
1;8598;13/02/2018;
1;8927;12/02/2018;
1;8130;11/02/2018;
1;8622;10/02/2018;
1;8737;09/02/2018;
1;8266;08/02/2018;
1;7621;07/02/2018;
1;7754;06/02/2018;
1;6955;05/02/2018;
1;8277;04/02/2018;
1;9175;03/02/2018;
1;8831;02/02/2018;
1;9171;01/02/2018;
1;10221;31/01/2018;
1;10106;30/01/2018;
1;11296;29/01/2018;
1;11786;28/01/2018;
1;11441;27/01/2018;
1;11171;26/01/2018;
1;11259;25/01/2018;
1;11359;24/01/2018;
1;10868;23/01/2018;
1;10931;22/01/2018;
1;11600;21/01/2018;
1;12899;20/01/2018;
1;11607;19/01/2018;
1;11475;18/01/2018;
1;11189;17/01/2018;
1;11491;16/01/2018;
1;13820;15/01/2018;
1;13772;14/01/2018;
1;14360;13/01/2018;
1;13981;12/01/2018;
1;13406;11/01/2018;
1;14973;10/01/2018;
1;14595;09/01/2018;
1;15170;08/01/2018;
1;16478;07/01/2018;
1;17527;06/01/2018;
1;17430;05/01/2018;
1;15599;04/01/2018;
1;15201;03/01/2018;
1;14982;02/01/2018;
1;13657;01/01/2018;
1;14156;31/12/2017;
1;12952;30/12/2017;
1;14656;29/12/2017;
1;14607;28/12/2017;
1;15839;27/12/2017;
1;16100;26/12/2017;
1;14027;25/12/2017;
1;13926;24/12/2017;
1;14699;23/12/2017;
1;13832;22/12/2017;
1;15803;21/12/2017;
1;16625;20/12/2017;
1;17777;19/12/2017;
1;19114;18/12/2017;
1;19141;17/12/2017;
1;19497;16/12/2017;
1;17707;15/12/2017;
1;16564;14/12/2017;
1;16408;13/12/2017;
1;17415;12/12/2017;
1;16937;11/12/2017;
1;15455;10/12/2017;
1;15178;09/12/2017;
1;16569;08/12/2017;
1;17900;07/12/2017;
1;14292;06/12/2017;
1;11917;05/12/2017;
1;11657;04/12/2017;
1;11323;03/12/2017;
1;11075;02/12/2017;
1;10976;01/12/2017;
1;10234;30/11/2017;
1;9889;29/11/2017;
1;10059;28/11/2017;
1;9818;27/11/2017;
1;9331;26/11/2017;
1;8791;25/11/2017;
1;8254;24/11/2017;
1;8039;23/11/2017;
1;8254;22/11/2017;
1;8071;21/11/2017;
1;8201;20/11/2017;
1;8036;19/11/2017;
1;7790;18/11/2017;
1;7709;17/11/2017;
1;7872;16/11/2017;
1;7316;15/11/2017;
1;6636;14/11/2017;
1;6559;13/11/2017;
1;5950;12/11/2017;
1;6358;11/11/2017;
1;6618;10/11/2017;
1;7144;09/11/2017;
1;7460;08/11/2017;
1;7144;07/11/2017;
1;7023;06/11/2017;
1;7407;05/11/2017;
1;7380;04/11/2017;
1;7208;03/11/2017;
1;7079;02/11/2017;
1;6767;01/11/2017;
1;6468;31/10/2017;
1;6131;30/10/2017;
1;6154;29/10/2017;
1;5753;28/10/2017;
1;5781;27/10/2017;
1;5905;26/10/2017;
1;5751;25/10/2017;
1;5527;24/10/2017;
1;5930;23/10/2017;
1;6008;22/10/2017;
1;6032;21/10/2017;
1;6011;20/10/2017;
1;5709;19/10/2017;
1;5591;18/10/2017;
1;5606;17/10/2017;
1;5726;16/10/2017;
1;5678;15/10/2017;
1;5832;14/10/2017;
1;5647;13/10/2017;
1;5447;12/10/2017;
1;4826;11/10/2017;
1;4782;10/10/2017;
1;4772;09/10/2017;
1;4610;08/10/2017;
1;4427;07/10/2017;
1;4371;06/10/2017;
1;4328;05/10/2017;
1;4229;04/10/2017;
1;4317;03/10/2017;
1;4409;02/10/2017;
1;4404;01/10/2017;
1;4339;30/09/2017;
1;4163;29/09/2017;
1;4175;28/09/2017;
1;4201;27/09/2017;
1;3892;26/09/2017;
1;3926;25/09/2017;
1;3683;24/09/2017;
1;3792;23/09/2017;
1;3631;22/09/2017;
1;3631;21/09/2017;
1;3906;20/09/2017;
1;3925;19/09/2017;
1;4065;18/09/2017;
1;3583;17/09/2017;
1;3625;16/09/2017;
1;3638;15/09/2017;
1;3155;14/09/2017;
1;3883;13/09/2017;
1;4131;12/09/2017;
1;4161;11/09/2017;
1;4123;10/09/2017;
1;4226;09/09/2017;
1;4229;08/09/2017;
1;4600;07/09/2017;
1;4597;06/09/2017;
1;4377;05/09/2017;
1;4236;04/09/2017;
1;4583;03/09/2017;
1;4579;02/09/2017;
1;4892;01/09/2017;
1;4703;31/08/2017;
1;4565;30/08/2017;
1;4579;29/08/2017;
1;4383;28/08/2017;
1;4383;27/08/2017;
1;4352;26/08/2017;
1;4372;25/08/2017;
1;4335;24/08/2017;
1;4152;23/08/2017;
1;4101;22/08/2017;
1;4002;21/08/2017;
1;4088;20/08/2017;
1;4194;19/08/2017;
1;4161;18/08/2017;
1;4332;17/08/2017;
1;4377;16/08/2017;
1;4182;15/08/2017;
1;4325;14/08/2017;
1;4073;13/08/2017;
1;3885;12/08/2017;
1;3651;11/08/2017;
1;3381;10/08/2017;
1;3342;09/08/2017;
1;3420;08/08/2017;
1;3379;07/08/2017;
1;3214;06/08/2017;
1;3253;05/08/2017;
1;2896;04/08/2017;
1;2805;03/08/2017;
1;2711;02/08/2017;
1;2718;01/08/2017;
1;2875;31/07/2017;
1;2757;30/07/2017;
1;2726;29/07/2017;
1;2809;28/07/2017;
1;2672;27/07/2017;
1;2529;26/07/2017;
1;2576;25/07/2017;
1;2755;24/07/2017;
1;2730;23/07/2017;
1;2810;22/07/2017;
1;2668;21/07/2017;
1;2818;20/07/2017;
1;2273;19/07/2017;
1;2319;18/07/2017;
1;2228;17/07/2017;
1;1930;16/07/2017;
1;1999;15/07/2017;
1;2233;14/07/2017;
1;2358;13/07/2017;
1;2399;12/07/2017;
1;2338;11/07/2017;
1;2373;10/07/2017;
1;2518;09/07/2017;
1;2571;08/07/2017;
1;2519;07/07/2017;
1;2609;06/07/2017;
1;2602;05/07/2017;
1;2602;04/07/2017;
1;2564;03/07/2017;
1;2506;02/07/2017;
1;2435;01/07/2017;
1;2481;30/06/2017;
1;2539;29/06/2017;
1;2575;28/06/2017;
1;2552;27/06/2017;
1;2478;26/06/2017;
1;2589;25/06/2017;
1;2609;24/06/2017;
1;2745;23/06/2017;
1;2705;22/06/2017;
1;2689;21/06/2017;
1;2722;20/06/2017;
1;2590;19/06/2017;
1;2548;18/06/2017;
1;2656;17/06/2017;
1;2519;16/06/2017;
1;2465;15/06/2017;
1;2506;14/06/2017;
1;2717;13/06/2017;
1;2660;12/06/2017;
1;2958;11/06/2017;
1;2948;10/06/2017;
1;2824;09/06/2017;
1;2806;08/06/2017;
1;2732;07/06/2017;
1;2863;06/06/2017;
1;2687;05/06/2017;
1;2512;04/06/2017;
1;2515;03/06/2017;
1;2489;02/06/2017;
1;2408;01/06/2017;
1;2286;31/05/2017;
1;2175;30/05/2017;
1;2256;29/05/2017;
1;2156;28/05/2017;
1;2039;27/05/2017;
1;2202;26/05/2017;
1;2305;25/05/2017;
1;2444;24/05/2017;
1;2320;23/05/2017;
1;2173;22/05/2017;
1;2041;21/05/2017;
1;2085;20/05/2017;
1;1988;19/05/2017;
1;1889;18/05/2017;
1;1839;17/05/2017;
1;1734;16/05/2017;
1;1738;15/05/2017;
1;1809;14/05/2017;
1;1805;13/05/2017;
1;1724;12/05/2017;
1;1849;11/05/2017;
1;1787;10/05/2017;
1;1755;09/05/2017;
1;1723;08/05/2017;
1;1597;07/05/2017;
1;1579;06/05/2017;
1;1555;05/05/2017;
1;1538;04/05/2017;
1;1490;03/05/2017;
1;1453;02/05/2017;
1;1422;01/05/2017;
1;1348;30/04/2017;
1;1322;29/04/2017;
1;1316;28/04/2017;
1;1318;27/04/2017;
1;1281;26/04/2017;
1;1265;25/04/2017;
1;1250;24/04/2017;
1;1207;23/04/2017;
1;1232;22/04/2017;
1;1222;21/04/2017;
1;1229;20/04/2017;
1;1210;19/04/2017;
1;1212;18/04/2017;
1;1194;17/04/2017;
1;1183;16/04/2017;
1;1173;15/04/2017;
1;1168;14/04/2017;
1;1169;13/04/2017;
1;1200;12/04/2017;
1;1205;11/04/2017;
1;1187;10/04/2017;
1;1188;09/04/2017;
1;1176;08/04/2017;
1;1177;07/04/2017;
1;1183;06/04/2017;
1;1125;05/04/2017;
1;1133;04/04/2017;
1;1144;03/04/2017;
1;1102;02/04/2017;
1;1081;01/04/2017;
1;1072;31/03/2017;
1;1026;30/03/2017;
1;1040;29/03/2017;
1;1047;28/03/2017;
1;1046;27/03/2017;
1;967;26/03/2017;
1;973;25/03/2017;
1;938;24/03/2017;
1;1039;23/03/2017;
1;1049;22/03/2017;
1;1121;21/03/2017;
1;1054;20/03/2017;
1;1037;19/03/2017;
1;974;18/03/2017;
1;1100;17/03/2017;
1;1188;16/03/2017;
1;1250;15/03/2017;
1;1240;14/03/2017;
1;1232;13/03/2017;
1;1221;12/03/2017;
1;1176;11/03/2017;
1;1117;10/03/2017;
1;1188;09/03/2017;
1;1150;08/03/2017;
1;1224;07/03/2017;
1;1273;06/03/2017;
1;1267;05/03/2017;
1;1255;04/03/2017;
1;1275;03/03/2017;
1;1251;02/03/2017;
1;1223;01/03/2017;
1;1180;28/02/2017;
1;1180;27/02/2017;
1;1165;26/02/2017;
1;1144;25/02/2017;
1;1174;24/02/2017;
1;1167;23/02/2017;
1;1117;22/02/2017;
1;1115;21/02/2017;
1;1080;20/02/2017;
1;1048;19/02/2017;
1;1054;18/02/2017;
1;1046;17/02/2017;
1;1027;16/02/2017;
1;1007;15/02/2017;
1;1005;14/02/2017;
1;991;13/02/2017;
1;999;12/02/2017;
1;1004;11/02/2017;
1;989;10/02/2017;
1;994;09/02/2017;
1;1063;08/02/2017;
1;1061;07/02/2017;
1;1038;06/02/2017;
1;1027;05/02/2017;
1;1043;04/02/2017;
1;1030;03/02/2017;
1;1012;02/02/2017;
1;989;01/02/2017;
1;970;31/01/2017;
1;920;30/01/2017;
1;920;29/01/2017;
1;922;28/01/2017;
1;920;27/01/2017;
1;918;26/01/2017;
1;902;25/01/2017;
1;893;24/01/2017;
1;921;23/01/2017;
1;925;22/01/2017;
1;922;21/01/2017;
1;895;20/01/2017;
1;899;19/01/2017;
1;887;18/01/2017;
1;908;17/01/2017;
1;832;16/01/2017;
1;822;15/01/2017;
1;818;14/01/2017;
1;824;13/01/2017;
1;805;12/01/2017;
1;778;11/01/2017;
1;908;10/01/2017;
1;903;09/01/2017;
1;911;08/01/2017;
1;909;07/01/2017;
1;902;06/01/2017;
1;1013;05/01/2017;
1;1155;04/01/2017;
1;1044;03/01/2017;
1;1022;02/01/2017;
1;998;01/01/2017;
1;964;31/12/2016;
1;961;30/12/2016;
1;974;29/12/2016;
1;976;28/12/2016;
1;933;27/12/2016;
1;908;26/12/2016;
1;896;25/12/2016;
1;899;24/12/2016;
1;922;23/12/2016;
1;865;22/12/2016;
1;834;21/12/2016;
1;801;20/12/2016;
1;793;19/12/2016;
1;791;18/12/2016;
1;791;17/12/2016;
1;785;16/12/2016;
1;778;15/12/2016;
1;781;14/12/2016;
1;781;13/12/2016;
1;780;12/12/2016;
1;770;11/12/2016;
1;775;10/12/2016;
1;773;09/12/2016;
1;771;08/12/2016;
1;768;07/12/2016;
1;764;06/12/2016;
1;759;05/12/2016;
1;774;04/12/2016;
1;771;03/12/2016;
1;778;02/12/2016;
1;757;01/12/2016;
1;746;30/11/2016;
1;736;29/11/2016;
1;736;28/11/2016;
1;732;27/11/2016;
1;735;26/11/2016;
1;742;25/11/2016;
1;740;24/11/2016;
1;745;23/11/2016;
1;751;22/11/2016;
1;739;21/11/2016;
1;731;20/11/2016;
1;752;19/11/2016;
1;752;18/11/2016;
1;741;17/11/2016;
1;744;16/11/2016;
1;712;15/11/2016;
1;705;14/11/2016;
1;702;13/11/2016;
1;705;12/11/2016;
1;716;11/11/2016;
1;716;10/11/2016;
1;723;09/11/2016;
1;710;08/11/2016;
1;703;07/11/2016;
1;712;06/11/2016;
1;703;05/11/2016;
1;703;04/11/2016;
1;689;03/11/2016;
1;741;02/11/2016;
1;730;01/11/2016;
1;701;31/10/2016;
1;702;30/10/2016;
1;714;29/10/2016;
1;690;28/10/2016;
1;688;27/10/2016;
1;678;26/10/2016;
1;658;25/10/2016;
1;654;24/10/2016;
1;657;23/10/2016;
1;657;22/10/2016;
1;633;21/10/2016;
1;631;20/10/2016;
1;631;19/10/2016;
1;638;18/10/2016;
1;639;17/10/2016;
1;642;16/10/2016;
1;639;15/10/2016;
1;640;14/10/2016;
1;637;13/10/2016;
1;636;12/10/2016;
1;641;11/10/2016;
1;619;10/10/2016;
1;617;09/10/2016;
1;619;08/10/2016;
1;617;07/10/2016;
1;613;06/10/2016;
1;613;05/10/2016;
1;610;04/10/2016;
1;612;03/10/2016;
1;611;02/10/2016;
1;614;01/10/2016;
1;610;30/09/2016;
1;606;29/09/2016;
1;605;28/09/2016;
1;606;27/09/2016;
1;608;26/09/2016;
1;601;25/09/2016;
1;603;24/09/2016;
1;603;23/09/2016;
1;596;22/09/2016;
1;597;21/09/2016;
1;608;20/09/2016;
1;609;19/09/2016;
1;610;18/09/2016;
1;606;17/09/2016;
1;607;16/09/2016;
1;607;15/09/2016;
1;611;14/09/2016;
1;609;13/09/2016;
1;608;12/09/2016;
1;607;11/09/2016;
1;624;10/09/2016;
1;623;09/09/2016;
1;626;08/09/2016;
1;615;07/09/2016;
1;610;06/09/2016;
1;607;05/09/2016;
1;609;04/09/2016;
1;598;03/09/2016;
1;576;02/09/2016;
1;572;01/09/2016;
1;575;31/08/2016;
1;578;30/08/2016;
1;574;29/08/2016;
1;574;28/08/2016;
1;570;27/08/2016;
1;580;26/08/2016;
1;578;25/08/2016;
1;580;24/08/2016;
1;583;23/08/2016;
1;587;22/08/2016;
1;581;21/08/2016;
1;582;20/08/2016;
1;576;19/08/2016;
1;574;18/08/2016;
1;573;17/08/2016;
1;577;16/08/2016;
1;567;15/08/2016;
1;570;14/08/2016;
1;586;13/08/2016;
1;588;12/08/2016;
1;589;11/08/2016;
1;592;10/08/2016;
1;588;09/08/2016;
1;591;08/08/2016;
1;593;07/08/2016;
1;588;06/08/2016;
1;575;05/08/2016;
1;578;04/08/2016;
1;566;03/08/2016;
1;547;02/08/2016;
1;606;01/08/2016;
1;625;31/07/2016;
1;655;30/07/2016;
1;657;29/07/2016;
1;655;28/07/2016;
1;654;27/07/2016;
1;652;26/07/2016;
1;654;25/07/2016;
1;661;24/07/2016;
1;656;23/07/2016;
1;651;22/07/2016;
1;665;21/07/2016;
1;666;20/07/2016;
1;673;19/07/2016;
1;673;18/07/2016;
1;679;17/07/2016;
1;661;16/07/2016;
1;663;15/07/2016;
1;658;14/07/2016;
1;654;13/07/2016;
1;665;12/07/2016;
1;648;11/07/2016;
1;649;10/07/2016;
1;651;09/07/2016;
1;667;08/07/2016;
1;641;07/07/2016;
1;677;06/07/2016;
1;671;05/07/2016;
1;684;04/07/2016;
1;659;03/07/2016;
1;704;02/07/2016;
1;676;01/07/2016;
1;673;30/06/2016;
1;640;29/06/2016;
1;647;28/06/2016;
1;655;27/06/2016;
1;629;26/06/2016;
1;665;25/06/2016;
1;665;24/06/2016;
1;624;23/06/2016;
1;596;22/06/2016;
1;667;21/06/2016;
1;737;20/06/2016;
1;764;19/06/2016;
1;756;18/06/2016;
1;749;17/06/2016;
1;766;16/06/2016;
1;694;15/06/2016;
1;686;14/06/2016;
1;704;13/06/2016;
1;673;12/06/2016;
1;607;11/06/2016;
1;577;10/06/2016;
1;575;09/06/2016;
1;582;08/06/2016;
1;577;07/06/2016;
1;586;06/06/2016;
1;575;05/06/2016;
1;573;04/06/2016;
1;569;03/06/2016;
1;538;02/06/2016;
1;537;01/06/2016;
1;531;31/05/2016;
1;534;30/05/2016;
1;526;29/05/2016;
1;530;28/05/2016;
1;473;27/05/2016;
1;453;26/05/2016;
1;450;25/05/2016;
1;446;24/05/2016;
1;444;23/05/2016;
1;439;22/05/2016;
1;443;21/05/2016;
1;443;20/05/2016;
1;439;19/05/2016;
1;455;18/05/2016;
1;454;17/05/2016;
1;454;16/05/2016;
1;458;15/05/2016;
1;456;14/05/2016;
1;456;13/05/2016;
1;455;12/05/2016;
1;453;11/05/2016;
1;451;10/05/2016;
1;460;09/05/2016;
1;459;08/05/2016;
1;459;07/05/2016;
1;460;06/05/2016;
1;448;05/05/2016;
1;447;04/05/2016;
1;450;03/05/2016;
1;445;02/05/2016;
1;452;01/05/2016;
1;448;30/04/2016;
1;455;29/04/2016;
1;449;28/04/2016;
1;445;27/04/2016;
1;466;26/04/2016;
1;461;25/04/2016;
1;459;24/04/2016;
1;450;23/04/2016;
1;446;22/04/2016;
1;449;21/04/2016;
1;441;20/04/2016;
1;436;19/04/2016;
1;429;18/04/2016;
1;427;17/04/2016;
1;431;16/04/2016;
1;430;15/04/2016;
1;424;14/04/2016;
1;424;13/04/2016;
1;425;12/04/2016;
1;422;11/04/2016;
1;422;10/04/2016;
1;419;09/04/2016;
1;420;08/04/2016;
1;423;07/04/2016;
1;423;06/04/2016;
1;424;05/04/2016;
1;421;04/04/2016;
1;421;03/04/2016;
1;421;02/04/2016;
1;418;01/04/2016;
1;417;31/03/2016;
1;415;30/03/2016;
1;417;29/03/2016;
1;424;28/03/2016;
1;427;27/03/2016;
1;418;26/03/2016;
1;417;25/03/2016;
1;416;24/03/2016;
1;418;23/03/2016;
1;418;22/03/2016;
1;413;21/03/2016;
1;414;20/03/2016;
1;410;19/03/2016;
1;410;18/03/2016;
1;421;17/03/2016;
1;417;16/03/2016;
1;417;15/03/2016;
1;416;14/03/2016;
1;414;13/03/2016;
1;412;12/03/2016;
1;422;11/03/2016;
1;417;10/03/2016;
1;415;09/03/2016;
1;414;08/03/2016;
1;414;07/03/2016;
1;408;06/03/2016;
1;401;05/03/2016;
1;411;04/03/2016;
1;422;03/03/2016;
1;424;02/03/2016;
1;435;01/03/2016;
1;438;29/02/2016;
1;434;28/02/2016;
1;433;27/02/2016;
1;432;26/02/2016;
1;425;25/02/2016;
1;425;24/02/2016;
1;421;23/02/2016;
1;438;22/02/2016;
1;439;21/02/2016;
1;437;20/02/2016;
1;421;19/02/2016;
1;422;18/02/2016;
1;416;17/02/2016;
1;407;16/02/2016;
1;400;15/02/2016;
1;407;14/02/2016;
1;392;13/02/2016;
1;384;12/02/2016;
1;380;11/02/2016;
1;382;10/02/2016;
1;376;09/02/2016;
1;373;08/02/2016;
1;377;07/02/2016;
1;377;06/02/2016;
1;387;05/02/2016;
1;390;04/02/2016;
1;370;03/02/2016;
1;374;02/02/2016;
1;373;01/02/2016;
1;369;31/01/2016;
1;378;30/01/2016;
1;379;29/01/2016;
1;380;28/01/2016;
1;395;27/01/2016;
1;392;26/01/2016;
1;392;25/01/2016;
1;403;24/01/2016;
1;387;23/01/2016;
1;382;22/01/2016;
1;410;21/01/2016;
1;420;20/01/2016;
1;380;19/01/2016;
1;387;18/01/2016;
1;382;17/01/2016;
1;388;16/01/2016;
1;364;15/01/2016;
1;430;14/01/2016;
1;432;13/01/2016;
1;436;12/01/2016;
1;448;11/01/2016;
1;448;10/01/2016;
1;448;09/01/2016;
1;453;08/01/2016;
1;458;07/01/2016;
1;429;06/01/2016;
1;432;05/01/2016;
1;433;04/01/2016;
1;430;03/01/2016;
1;433;02/01/2016;
1;434;01/01/2016;
1;431;31/12/2015;
1;427;30/12/2015;
1;433;29/12/2015;
1;422;28/12/2015;
1;423;27/12/2015;
1;417;26/12/2015;
1;456;25/12/2015;
1;455;24/12/2015;
1;442;23/12/2015;
1;437;22/12/2015;
1;439;21/12/2015;
1;443;20/12/2015;
1;462;19/12/2015;
1;464;18/12/2015;
1;456;17/12/2015;
1;455;16/12/2015;
1;465;15/12/2015;
1;444;14/12/2015;
1;434;13/12/2015;
1;435;12/12/2015;
1;452;11/12/2015;
1;415;10/12/2015;
1;418;09/12/2015;
1;416;08/12/2015;
1;396;07/12/2015;
1;389;06/12/2015;
1;389;05/12/2015;
1;363;04/12/2015;
1;361;03/12/2015;
1;359;02/12/2015;
1;362;01/12/2015;
1;377;30/11/2015;
1;371;29/11/2015;
1;357;28/11/2015;
1;358;27/11/2015;
1;353;26/11/2015;
1;328;25/11/2015;
1;320;24/11/2015;
1;323;23/11/2015;
1;325;22/11/2015;
1;327;21/11/2015;
1;322;20/11/2015;
